"","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageType","GarageFinish","GarageCars","GarageArea","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","House_Age_Yrs","RemodAdd_Age_Yrs","Garage_Age_Yrs","SalePrice","RoofMatl_WdShngl","FireplaceQu_Ex","HeatingQC_Ex","GarageQual_abv_avg","PoolQC_Ex","Heating_Gas","SaleCondition_Partial","OverallQual2_x_GarageCars","OverallQual2_x_TotRmsAbvGrd_log","OverallQual2_x_GrLivArea","OverallQual2_x_LotArea_log","OverallQual_2"
"1133","70","RM",90,9900,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",6,4,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","Mn","Unf",0,"Unf",0,1008,1008,"Y","SBrkr",1178,1032,0,2210,0,0,2,0,5,1,"Fa",8,"Typ",0,"Detchd","Unf",1,205,"TA","N",0,48,0,0,0,0,"NoF","NoM",0,"5","2007","WD",127,57,77,117500,0,0,0,0,0,1,0,36,74.8598955004741,79560,331.210441300417,36
"1134","60","RL",80,9828,"Pave","NoA","IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",8,5,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",584,"Unf",0,544,1128,"Y","SBrkr",1142,878,0,2020,0,0,2,1,3,1,"Gd",8,"Typ",1,"Attchd","RFn",2,466,"TA","Y",0,155,0,0,0,0,"NoF","NoM",0,"6","2009","WD",14,14,14,239500,0,0,1,1,0,1,0,128,133.084258667509,129280,588.351406953028,64
"1135","60","RL",57,8773,"Pave","NoA","IR1","HLS","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,916,916,"Y","SBrkr",916,684,0,1600,0,0,2,1,3,1,"TA",7,"Typ",1,"Attchd","Fin",2,460,"TA","Y",100,38,0,0,0,0,"NoF","NoM",0,"8","2007","WD",10,10,10,169000,0,0,0,1,0,1,0,72,70.0527653659913,57600,326.859627676622,36
"1136","30","RM",60,6180,"Pave","NoA","Reg","Lvl","AllPub","Corner","Gtl","BrkSide","Norm","Norm","1Fam","1Story",6,5,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,960,960,"N","SBrkr",986,0,0,986,0,0,1,0,2,1,"TA",5,"Typ",1,"Detchd","Unf",1,180,"TA","Y",0,128,0,0,0,0,"NoF","NoM",0,"5","2007","WD",81,57,81,102000,0,0,0,1,0,1,0,36,57.9397648476276,35496,314.246647816263,36
"1137","50","RL",80,9600,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1.5Fin",6,5,"Gable","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",280,"Unf",0,752,1032,"Y","FuseA",1032,220,0,1252,0,0,1,0,3,1,"TA",6,"Typ",0,"Attchd","Unf",1,288,"TA","Y",0,0,96,0,0,0,"NoF","NoM",0,"4","2008","WD",58,58,58,119000,0,0,0,1,0,1,0,36,64.50334089221,45072,330.102661588413,36
"1138","50","RL",54,6342,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Feedr","Norm","1Fam","1.5Fin",5,8,"Gable","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","TA","TA","No","Unf",0,"Unf",0,780,780,"N","SBrkr",780,240,0,1020,0,0,1,0,2,1,"TA",6,"Typ",0,"NoG","NoG",0,0,"NoG","N",0,0,176,0,0,0,"NoF","NoM",0,"5","2010","WD",135,14,0,94000,0,0,0,0,0,1,0,0,44.7939867307014,25500,218.873736377457,25
"1139","20","RL",0,9819,"Pave","NoA","IR1","Lvl","AllPub","Inside","Mod","Mitchel","Norm","Norm","1Fam","1Story",6,5,"Gable","Plywood","ImStucc","None",0,"TA","TA","PConc","TA","TA","Gd","ALQ",1567,"Unf",0,0,1567,"Y","SBrkr",1567,0,0,1567,1,0,2,0,2,1,"Gd",5,"Typ",2,"Attchd","RFn",2,714,"TA","Y",264,32,0,0,0,0,"NoF","NoM",0,"5","2009","WD",32,32,32,196000,0,0,0,1,0,1,0,72,57.9397648476276,56412,330.914684274094,36
"1140","30","RL",98,8731,"Pave","NoA","IR1","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story",5,5,"Gable","Stucco","Stucco","None",0,"TA","Fa","BrkTil","TA","TA","No","BLQ",645,"Unf",0,270,915,"Y","SBrkr",1167,0,0,1167,0,0,1,0,3,1,"TA",6,"Maj1",1,"Detchd","Unf",2,495,"TA","Y",0,0,216,0,126,0,"NoF","NoM",0,"5","2007","WD",87,57,35,144000,0,0,0,1,0,1,0,50,44.7939867307014,29175,226.86587974527,25
"1141","20","RL",60,7350,"Pave","NoA","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,"Gable","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","Mn","ALQ",852,"Unf",0,100,952,"Y","SBrkr",952,0,0,952,1,0,1,0,2,1,"TA",4,"Typ",0,"Detchd","Unf",2,840,"TA","Y",0,0,0,0,0,0,"NoF","NoM",0,"6","2008","COD",57,57,20,139000,0,0,0,1,0,1,0,50,34.6573590279973,23800,222.561389805172,25
"1142","60","RL",0,10304,"Pave","NoA","IR1","Lvl","AllPub","CulDSac","Gtl","NWAmes","PosN","Norm","1Fam","2Story",5,7,"Gable","Plywood","Plywood","BrkFace",44,"TA","Gd","CBlock","TA","TA","No","ALQ",381,"Unf",0,399,780,"Y","SBrkr",1088,780,0,1868,1,0,2,1,4,1,"Gd",9,"Typ",1,"Attchd","Unf",2,484,"TA","Y",448,96,0,0,0,0,"NoF","NoM",0,"10","2009","WD",33,33,33,197500,0,0,1,1,0,1,0,50,54.9306144334055,46700,231.007186208603,25
"1143","60","RL",77,9965,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",8,5,"Hip","VinylSd","VinylSd","Stone",340,"Gd","TA","PConc","Ex","TA","Gd","GLQ",1150,"Unf",0,316,1466,"Y","SBrkr",1466,1362,0,2828,1,0,3,0,4,1,"Gd",11,"Typ",1,"BuiltIn","RFn",3,1052,"TA","Y",125,144,0,0,0,0,"NoF","NoM",0,"4","2007","New",1,0,1,424870,0,0,1,1,0,1,1,192,153.465297459096,180992,589.237390889401,64
"1144","20","RL",0,9000,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,3,"Gable","Wd Sdng","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","GLQ",288,"Unf",0,718,1006,"Y","SBrkr",1006,0,0,1006,0,0,1,0,3,1,"TA",5,"Typ",0,"NoG","NoG",0,0,"NoG","Y",0,24,0,0,0,0,"NoF","NoM",0,"7","2008","WD",49,49,0,80000,0,0,0,0,0,1,0,0,40.2359478108525,25150,227.624496407959,25
"1145","190","RL",60,12180,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","2fmCon","1.5Fin",4,4,"Gable","MetalSd","MetalSd","None",0,"TA","Fa","BrkTil","Gd","TA","No","BLQ",348,"Unf",0,324,672,"N","FuseA",672,252,0,924,1,0,1,0,2,1,"Fa",5,"Typ",0,"Detchd","Unf",1,280,"TA","Y",0,0,0,0,0,0,"MnPrv","NoM",0,"7","2010","WD",69,60,69,80000,0,0,0,1,0,0,0,16,25.7510065989456,14784,150.520808660222,16
"1146","50","RM",52,6240,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,6,"Gable","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,1042,1042,"Y","SBrkr",1042,534,0,1576,0,0,1,0,3,1,"TA",8,"Typ",1,"Detchd","Unf",1,225,"TA","Y",0,0,0,0,0,0,"NoF","NoM",0,"8","2006","WD",78,56,78,149000,0,0,1,1,0,1,0,25,51.9860385419959,39400,218.468386534087,25
"1147","20","RL",0,11200,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story",6,5,"Gable","Wd Sdng","Wd Shng","BrkFace",85,"Gd","TA","CBlock","Gd","TA","No","GLQ",1258,"Unf",0,40,1298,"Y","SBrkr",1298,0,0,1298,1,0,2,0,3,1,"Gd",5,"Typ",1,"Attchd","Unf",2,403,"TA","Y",165,26,0,0,0,0,"NoF","NoM",0,"5","2006","WD",21,21,21,180000,0,0,0,1,0,1,0,72,57.9397648476276,46728,335.652086062195,36
"1148","70","RL",75,12000,"Pave","NoA","Reg","Bnk","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","2Story",7,7,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",275,"Unf",0,429,704,"Y","SBrkr",860,704,0,1564,0,0,1,1,3,1,"Fa",7,"Typ",1,"Attchd","Unf",1,234,"TA","Y",0,0,0,0,0,0,"NoF","NoM",0,"7","2009","WD",68,59,68,174500,0,0,1,1,0,1,0,49,95.3495973037104,76636,460.240434509737,49
"1149","50","RM",0,5700,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",7,7,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,572,572,"Y","SBrkr",572,539,0,1111,0,0,1,0,2,1,"TA",5,"Typ",1,"Detchd","Unf",1,288,"TA","Y",0,0,176,0,0,0,"NoF","NoM",0,"8","2008","WD",82,58,26,116900,0,0,0,1,0,1,0,49,78.8624577092709,54439,423.762851237309,49
"1150","70","RM",50,9000,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","2Story",7,9,"Hip","VinylSd","VinylSd","None",0,"TA","Gd","PConc","TA","TA","No","ALQ",624,"Unf",0,26,650,"Y","SBrkr",832,650,0,1482,0,1,1,0,3,1,"TA",7,"Typ",0,"Detchd","Unf",2,324,"TA","Y",0,0,0,0,0,0,"NoF","NoM",0,"7","2009","WD",89,21,79,143000,0,0,1,1,0,1,0,98,95.3495973037104,72618,446.144012959599,49
"1151","20","RL",57,8280,"Pave","NoA","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,"Gable","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,932,932,"Y","FuseA",932,0,0,932,0,0,1,0,2,1,"Gd",4,"Typ",1,"Attchd","Unf",1,306,"TA","Y",0,0,214,0,0,0,"GdPrv","NoM",0,"11","2007","WD",57,57,57,124000,0,0,1,1,0,1,0,36,49.9065970003161,33552,324.777536905655,36
"1152","20","RL",134,17755,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,4,"Gable","HdBoard","Plywood","BrkFace",132,"TA","TA","CBlock","TA","TA","No","BLQ",176,"Unf",0,1290,1466,"Y","SBrkr",1466,0,0,1466,0,0,1,1,3,1,"Fa",6,"Typ",2,"Attchd","Fin",2,528,"TA","Y",0,140,0,0,100,0,"NoF","NoM",0,"11","2006","WD",47,47,47,149900,0,0,0,1,0,1,0,50,44.7939867307014,36650,244.61056113443,25
"1153","20","RL",90,14115,"Pave","NoA","IR1","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story",6,7,"Gable","Stone","Stone","None",0,"TA","TA","PConc","TA","TA","No","ALQ",296,"GLQ",547,230,1073,"Y","SBrkr",1811,0,0,1811,0,0,1,0,2,1,"Ex",6,"Typ",1,"Attchd","Fin",2,470,"TA","Y",0,0,280,0,0,0,"NoF","NoM",0,"7","2006","WD",50,2,50,230000,0,0,1,1,0,1,0,72,64.50334089221,65196,343.979760264753,36
"1154","30","RM",0,5890,"Pave","NoA","Reg","Lvl","AllPub","Corner","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",6,8,"Gable","Wd Sdng","Wd Sdng","None",0,"Gd","Gd","BrkTil","TA","TA","Av","ALQ",538,"Unf",0,278,816,"Y","SBrkr",816,0,0,816,0,0,1,0,2,1,"TA",5,"Typ",0,"Detchd","Unf",1,432,"TA","Y",0,0,96,0,0,0,"NoF","NoM",0,"6","2008","WD",78,1,6,120500,0,0,1,1,0,1,0,36,57.9397648476276,29376,312.516405959243,36
"1155","60","RL",0,13700,"Pave","NoA","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","2Story",7,6,"Gable","VinylSd","VinylSd","Stone",288,"TA","TA","CBlock","TA","TA","Gd","ALQ",454,"Unf",0,410,864,"Y","SBrkr",902,918,0,1820,0,0,1,2,4,1,"Gd",8,"Typ",2,"Attchd","Unf",2,492,"TA","Y",60,84,0,0,273,0,"GdPrv","NoM",0,"5","2008","WD",43,20,43,201800,0,0,0,1,0,1,0,98,101.892635542312,89180,466.732404478995,49
"1156","20","RL",90,10768,"Pave","NoA","IR1","Lvl","AllPub","Corner","Gtl","Veenker","Norm","Norm","1Fam","1Story",5,8,"Gable","Plywood","Plywood","None",0,"Gd","Gd","CBlock","Gd","TA","Gd","ALQ",1157,"Unf",0,280,1437,"Y","SBrkr",1437,0,0,1437,1,0,2,0,3,1,"Gd",6,"Typ",1,"Attchd","RFn",2,528,"TA","Y",0,21,0,0,180,0,"NoF","NoM",0,"7","2007","WD",31,3,31,218000,0,0,0,1,0,1,0,50,44.7939867307014,35925,232.108351297113,25
"1157","80","RL",85,9350,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl",5,8,"Gable","BrkFace","BrkFace","None",0,"TA","Gd","PConc","TA","TA","Gd","ALQ",633,"Unf",0,586,1219,"Y","SBrkr",1265,0,0,1265,0,1,2,0,3,1,"Gd",6,"Typ",1,"Attchd","RFn",2,502,"TA","Y",0,92,0,96,0,0,"MnPrv","NoM",0,"10","2008","WD",43,9,43,179900,0,0,0,1,0,1,0,50,44.7939867307014,31625,228.578290557068,25
"1158","120","RL",34,5001,"Pave","NoA","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","Twnhs","1Story",7,5,"Gable","VinylSd","VinylSd","Stone",166,"Gd","TA","PConc","Gd","TA","No","GLQ",904,"Unf",0,410,1314,"Y","SBrkr",1314,0,0,1314,1,0,2,0,2,1,"Gd",6,"Typ",1,"Attchd","RFn",2,626,"TA","Y",172,62,0,0,0,0,"NoF","NoM",0,"7","2009","WD",2,1,1,230000,0,0,1,1,0,1,0,98,87.7962139921747,64386,417.352265399526,49
"1159","20","RL",92,11932,"Pave","NoA","Reg","Lvl","AllPub","FR2","Gtl","Somerst","Feedr","Norm","1Fam","1Story",8,5,"Gable","VinylSd","VinylSd","Stone",186,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1580,1580,"Y","SBrkr",1580,0,0,1580,0,0,2,0,3,1,"Gd",7,"Typ",0,"Attchd","RFn",3,830,"TA","Y",0,24,0,0,0,0,"NoF","NoM",0,"6","2008","ConLD",1,0,0,235128,0,0,1,1,0,1,1,192,124.53824953954,101120,600.766665320617,64
"1160","60","RL",76,9120,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","2Story",6,6,"Hip","HdBoard","HdBoard","BrkFace",270,"Gd","TA","CBlock","TA","TA","No","ALQ",442,"Unf",0,459,901,"Y","SBrkr",943,933,0,1876,0,0,2,1,4,1,"Gd",8,"Typ",1,"Attchd","RFn",2,540,"TA","Y",0,69,0,0,0,0,"NoF","NoM",0,"7","2008","WD",34,34,34,185000,0,0,0,1,0,1,0,72,74.8598955004741,67536,328.256102990462,36
"1161","160","RL",24,2280,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","NPkVill","Norm","Norm","Twnhs","2Story",6,5,"Gable","Plywood","Brk Cmn","None",0,"TA","TA","CBlock","Gd","TA","No","ALQ",311,"Unf",0,544,855,"Y","SBrkr",855,601,0,1456,0,0,2,1,3,1,"TA",7,"Typ",1,"Attchd","Unf",2,440,"TA","Y",26,0,0,0,0,0,"NoF","NoM",0,"7","2010","WD",32,32,32,146000,0,0,0,1,0,1,0,72,70.0527653659913,52416,278.349505990145,36
"1162","20","RL",0,14778,"Pave","NoA","IR1","Low","AllPub","CulDSac","Gtl","Crawfor","PosN","Norm","1Fam","1Story",6,7,"Hip","HdBoard","HdBoard","BrkFace",72,"Gd","TA","CBlock","TA","TA","No","BLQ",728,"Unf",0,568,1296,"Y","SBrkr",1640,0,0,1640,1,0,1,0,3,1,"Gd",7,"Typ",1,"Detchd","Unf",2,924,"TA","Y",108,0,0,216,0,0,"NoF","NoM",0,"11","2008","WD",54,2,15,224000,0,0,1,1,0,1,0,72,70.0527653659913,59040,345.632215224549,36
"1163","20","RL",109,8724,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,5,"Gable","VinylSd","VinylSd","None",0,"TA","TA","CBlock","Gd","TA","No","BLQ",492,"Unf",0,402,894,"Y","SBrkr",894,0,0,894,0,0,1,0,3,1,"TA",5,"Typ",1,"Attchd","Fin",2,450,"TA","Y",0,0,0,0,0,0,"NoF","NoM",0,"5","2007","WD",39,39,39,129000,0,0,0,1,0,1,0,50,40.2359478108525,22350,226.845828183038,25
"1164","90","RL",60,12900,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Feedr","Norm","Duplex","SFoyer",4,4,"Gable","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","Av","GLQ",1198,"Unf",0,0,1198,"Y","SBrkr",1258,0,0,1258,2,0,0,2,0,2,"TA",6,"Typ",0,"CarPort","Unf",2,400,"TA","Y",120,0,0,0,0,0,"NoF","NoM",0,"1","2008","WD",39,39,39,108959,0,0,0,0,0,1,0,32,28.6681515076489,20128,151.439721445596,16
"1165","80","RL",0,16157,"Pave","NoA","IR1","Lvl","AllPub","FR2","Gtl","Veenker","Feedr","Norm","1Fam","SLvl",5,7,"Gable","Plywood","Plywood","None",0,"TA","TA","PConc","Gd","TA","Gd","ALQ",680,"Rec",391,289,1360,"Y","SBrkr",1432,0,0,1432,1,0,1,1,2,1,"Gd",5,"Typ",1,"Attchd","Unf",2,588,"TA","Y",168,180,0,0,0,0,"NoF","NoM",0,"6","2007","WD",29,29,29,194000,0,0,1,1,0,1,0,50,40.2359478108525,35800,242.252716781921,25
"1166","20","RL",79,9541,"Pave","NoA","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",7,5,"Gable","VinylSd","VinylSd","Stone",268,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1502,1502,"Y","SBrkr",1502,0,0,1502,0,0,2,0,3,1,"Gd",7,"Typ",0,"Attchd","RFn",2,644,"TA","Y",0,114,0,0,0,0,"NoF","NoM",0,"9","2009","New",0,0,0,233170,0,0,1,1,0,1,1,98,95.3495973037104,73598,449.00432545684,49
"1167","20","RL",64,10475,"Pave","NoA","IR1","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","1Story",8,5,"Gable","VinylSd","VinylSd","Stone",72,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1694,1694,"Y","SBrkr",1694,0,0,1694,0,0,2,0,3,1,"Gd",7,"Typ",0,"Attchd","RFn",3,776,"TA","Y",160,33,0,0,0,0,"NoF","NoM",0,"2","2010","WD",2,2,2,245350,0,0,1,1,0,1,0,192,124.53824953954,108416,592.431791666582,64
"1168","60","RL",58,10852,"Pave","NoA","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","RRAn","Norm","1Fam","2Story",6,5,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","GLQ",786,"Unf",0,173,959,"Y","SBrkr",959,712,0,1671,1,0,2,1,3,1,"TA",7,"Typ",1,"Attchd","Fin",2,472,"TA","Y",0,38,0,0,0,0,"NoF","NoM",0,"2","2006","WD",6,6,6,173000,0,0,1,1,0,1,0,72,70.0527653659913,60156,334.515768256038,36
"1169","70","RL",120,13728,"Pave","NoA","Reg","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","2Story",6,7,"Hip","Stucco","Stucco","None",0,"TA","TA","CBlock","TA","TA","No","Rec",626,"Unf",0,501,1127,"Y","SBrkr",1236,872,0,2108,0,0,2,0,4,1,"Gd",7,"Typ",2,"Basment","Unf",2,540,"TA","Y",0,0,0,0,90,0,"NoF","NoM",0,"7","2008","WD",73,22,73,235000,0,0,1,1,0,1,0,72,70.0527653659913,75888,342.978941582199,36
"1170","60","RL",118,35760,"Pave","NoA","IR1","Lvl","AllPub","CulDSac","Gtl","NoRidge","Norm","Norm","1Fam","2Story",10,5,"Hip","HdBoard","HdBoard","BrkFace",1378,"Gd","Gd","PConc","Ex","TA","Gd","GLQ",1387,"Unf",0,543,1930,"Y","SBrkr",1831,1796,0,3627,1,0,3,1,4,1,"Gd",10,"Typ",1,"Attchd","Fin",3,807,"TA","Y",361,76,0,0,0,0,"NoF","NoM",0,"7","2006","WD",11,10,11,625000,0,0,1,1,0,1,0,300,230.258509299405,362700,1048.45852292874,100
"1171","80","RL",76,9880,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","SLvl",6,6,"Gable","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","Av","ALQ",522,"Unf",0,574,1096,"Y","SBrkr",1118,0,0,1118,1,0,1,0,3,1,"TA",6,"Typ",1,"Attchd","Fin",1,358,"TA","Y",203,0,0,0,0,576,"GdPrv","NoM",0,"7","2008","WD",31,31,31,171000,0,0,0,1,0,1,0,36,64.50334089221,40248,331.137640466709,36
"1172","20","RL",76,9120,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,"Hip","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",662,"Unf",0,599,1261,"Y","SBrkr",1261,0,0,1261,1,0,1,0,3,1,"TA",6,"Typ",1,"Attchd","RFn",2,433,"TA","Y",0,0,0,0,288,0,"NoF","Shed",1400,"11","2008","WD",50,50,50,163000,0,0,1,1,0,1,0,72,64.50334089221,45396,328.256102990462,36
"1173","160","FV",35,4017,"Pave","Pave","IR1","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",7,5,"Gable","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,625,625,"Y","SBrkr",625,625,0,1250,0,0,2,1,2,1,"Gd",5,"Typ",0,"Detchd","Fin",2,625,"TA","Y",0,54,0,0,0,0,"NoF","NoM",0,"3","2008","WD",2,1,2,171900,0,0,1,1,0,1,0,98,78.8624577092709,61250,406.616241083605,49
"1174","50","RL",138,18030,"Pave","NoA","IR1","Bnk","AllPub","Inside","Gtl","ClearCr","Norm","Norm","1Fam","1.5Fin",5,6,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",152,"BLQ",469,977,1598,"Y","SBrkr",1636,971,479,3086,0,0,3,0,3,1,"Ex",12,"Maj1",1,"NoG","NoG",0,0,"NoG","Y",122,0,0,0,0,0,"MnPrv","NoM",0,"3","2007","WD",61,13,0,200500,0,0,0,0,0,1,0,0,62.1226662447,77150,244.994807904934,25
"1175","70","RL",80,16560,"Pave","NoA","IR1","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","2Story",6,8,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Gd","TA","No","Rec",503,"Unf",0,449,952,"Y","SBrkr",1170,1175,0,2345,0,0,2,1,4,1,"TA",9,"Typ",1,"Detchd","Unf",2,360,"TA","Y",0,0,0,0,0,0,"NoF","NoM",0,"7","2006","WD",74,56,74,239000,0,0,0,1,0,1,0,72,79.1000847841039,84420,349.730835405813,36
"1176","50","RL",85,10678,"Pave","NoA","Reg","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","1.5Fin",8,5,"Hip","HdBoard","HdBoard","BrkFace",337,"Gd","TA","PConc","Gd","TA","No","GLQ",700,"Unf",0,983,1683,"Y","SBrkr",2129,743,0,2872,0,0,2,1,4,1,"Gd",9,"Typ",1,"Attchd","Fin",2,541,"TA","Y",0,33,0,0,0,0,"NoF","NoM",0,"4","2007","WD",15,7,15,285000,0,0,1,1,0,1,0,128,140.622372949518,183808,593.660213059848,64
"1177","20","RL",37,6951,"Pave","NoA","IR1","Lvl","AllPub","CulDSac","Gtl","Mitchel","Norm","Norm","1Fam","1Story",5,5,"Gable","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",658,"Unf",0,218,876,"Y","SBrkr",923,0,0,923,1,0,1,0,3,1,"TA",5,"Typ",0,"Attchd","Unf",1,264,"TA","Y",362,0,0,0,0,0,"MnPrv","NoM",0,"10","2008","WD",24,23,24,119500,0,0,0,1,0,1,0,25,40.2359478108525,23075,221.166020327512,25
"1178","50","RM",0,3950,"Pave","Grvl","Reg","Bnk","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","1.5Fin",6,8,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",468,"Unf",0,350,818,"Y","SBrkr",818,406,0,1224,0,0,1,0,3,1,"TA",5,"Typ",0,"Detchd","Unf",1,210,"TA","N",0,0,116,0,0,0,"NoF","NoM",0,"12","2009","WD",83,5,83,115000,0,0,0,1,0,1,0,36,57.9397648476276,44064,298.132950884226,36
"1179","50","RL",54,7681,"Pave","NoA","IR1","Lvl","AllPub","FR2","Gtl","Crawfor","Norm","Norm","1Fam","1.5Fin",5,6,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,731,731,"Y","SBrkr",820,523,0,1343,0,0,1,1,3,1,"TA",7,"Typ",1,"Detchd","Unf",1,186,"TA","Y",192,0,102,0,0,0,"NoF","NoM",0,"7","2009","WD",88,59,88,154900,0,0,1,0,0,1,0,25,48.6477537263828,33575,223.662625649967,25
